ticket_id,product,priority,status,short_description,description,closed_notes
TKT-00020,Excel,P3,Closed,Application freeze during normal use,Application freeze during normal use. User reports crash performance affecting productivity.,Resolved by reconfiguring freeze. User confirmed fixed.
TKT-00021,Excel,P3,Closed,Cannot access email in Excel,Cannot access email in Excel. User has tried restarting without success.,Fixed inbox permissions. Tested successfully with user.
TKT-00022,Teams,P1,Closed,Request access to share in Teams,Request access to share in Teams. This is impacting client communication.,Corrected file missing. Tested successfully with user.
TKT-00023,Smartsheet,P1,Closed,Permission denied when share upload,Permission denied when share upload. User reports denied failure affecting productivity.,Escalated to tier 2. Resolution: access replaced.
TKT-00024,Smartsheet,P4,Closed,offline dropped affecting Smartsheet access,offline dropped affecting Smartsheet access. This is impacting project deadlines.,Escalated to vendor support. Resolution: latency reconfigured.
TKT-00025,SharePoint,P1,Closed,charger not charging properly,charger not charging properly. Error occurs when attempting to charging. laptop also affected.,Corrected keyboard damaged. Tested successfully with user.
TKT-00026,Teams,P1,Closed,Teams lag when loading,Teams lag when loading. User has tried reinstalling without success.,Fixed timeout problem. Tested successfully with user.
TKT-00027,Teams,P3,Closed,Need help with login problem,Need help with login problem. User reports credential problem affecting productivity.,Escalated to specialist team. Resolution: unlock reconfigured.
TKT-00028,Outlook,P3,Closed,Outlook lag when typing,Outlook lag when typing. This is impacting daily workflow.,Resolved by resetting lag. User confirmed working.
TKT-00029,Smartsheet,P4,Closed,Permission denied when move sync,Permission denied when move sync. User reports upload error affecting productivity.,Resolved by updating sync. User confirmed fixed.
TKT-00030,Smartsheet,P3,Closed,sync missing when trying to move,sync missing when trying to move. This is impacting client communication.,Resolved by reconfiguring sync. User confirmed working.
TKT-00031,PowerBI,P4,Closed,collaborate denied when trying to share,collaborate denied when trying to share. This is impacting team collaboration.,Deployed update. Issue no longer occurring.
TKT-00032,PowerBI,P2,Closed,Application loading during normal use,Application loading during normal use. User reports crash behavior affecting productivity.,Escalated to vendor support. Resolution: crash updated.
TKT-00033,PowerBI,P4,Closed,Need to install install for PowerBI,Need to install install for PowerBI. Error occurs when attempting to deploy. software also affected.,Resolved by resetting install. User confirmed fixed.
TKT-00034,PowerBI,P4,Closed,PowerBI performance when saving,PowerBI performance when saving. User reports crash issue affecting productivity.,Escalated to vendor support. Resolution: crash updated.
TKT-00035,Teams,P2,Closed,Teams unavailable due to timeout problem,Teams unavailable due to timeout problem. Error occurs when attempting to establish. offline and network also affected.,Resolved by reconfiguring timeout. User confirmed fixed.
TKT-00036,SharePoint,P4,Closed,Seeking help for new SharePoint feature,Seeking help for new SharePoint feature. This is impacting team collaboration.,Applied configuration change. Issue no longer occurring.
TKT-00037,Excel,P4,Closed,tablet failure with Excel,tablet failure with Excel. User reports offline error affecting productivity.,Escalated to tier 2. Resolution: tablet reconfigured.
TKT-00038,SharePoint,P1,Closed,Permission denied when download file,Permission denied when download file. This is impacting daily workflow.,Applied fix. Issue no longer occurring.
TKT-00039,Smartsheet,P1,Closed,Cannot view appointment in Smartsheet,Cannot view appointment in Smartsheet. Error occurs when attempting to delete. sync and send also affected.,Implemented configuration change. Issue no longer occurring.
TKT-00040,OneDrive,P4,Closed,OneDrive unavailable due to offline problem,OneDrive unavailable due to offline problem. Error occurs when attempting to access. disconnect and timeout and VPN also affected.,Escalated to specialist team. Resolution: network reconfigured.
TKT-00041,Smartsheet,P2,Closed,email not delete properly,email not delete properly. User reports email synchronization affecting productivity.,Escalated to tier 2. Resolution: inbox reconfigured.
TKT-00042,OneDrive,P3,Closed,Application timeout during normal use,Application timeout during normal use. This is impacting daily workflow.,Escalated to specialist team. Resolution: crash reconfigured.
TKT-00043,Excel,P4,Closed,Cannot access receive in Excel,Cannot access receive in Excel. This is impacting client communication.,Corrected receive loading. Tested successfully with user.
TKT-00044,Teams,P1,Closed,Request to reset credential for user account,Request to reset credential for user account. User has tried reinstalling without success.,Implemented configuration change. Issue no longer occurring.
TKT-00045,Outlook,P4,Closed,Experiencing lag problem with Outlook,Experiencing lag problem with Outlook. User has tried updating without success.,Fixed hang issue. Tested successfully with user.
TKT-00046,Excel,P2,Closed,Issue with inbox display,Issue with inbox display. This is impacting project deadlines.,Fixed inbox display. Tested successfully with user.
TKT-00047,PowerBI,P1,Closed,PowerBI not access on tablet,PowerBI not access on tablet. Error occurs when attempting to update. smartphone also affected.,Resolved mobile incompatibility. Tested successfully with user.
TKT-00048,Teams,P2,Closed,install error when attempting update,install error when attempting update. This is impacting team collaboration.,Fixed patch compatibility. Tested successfully with user.
TKT-00049,Excel,P2,Closed,Issue with out-of-office permissions,Issue with out-of-office permissions. User reports inbox display affecting productivity.,Applied patch. Issue no longer occurring.
TKT-00050,Teams,P1,Closed,Teams slow when loading,Teams slow when loading. This is impacting client communication.,Deployed fix. Issue no longer occurring.
TKT-00051,PowerBI,P1,Closed,Unable to edit download in PowerBI,Unable to edit download in PowerBI. This is impacting client communication.,Fixed share missing. Tested successfully with user.
TKT-00052,Excel,P3,Closed,Excel delay and behavior,Excel delay and behavior. This is impacting team collaboration.,Resolved by reconfiguring delay. User confirmed fixed.
TKT-00053,PowerBI,P3,Closed,peripheral defective preventing work,peripheral defective preventing work. This is impacting client communication.,Deployed patch. Issue no longer occurring.
TKT-00054,Excel,P2,Closed,Issue with send display,Issue with send display. User has tried restarting without success.,Resolved by updating send. User confirmed working.
TKT-00055,Teams,P1,Closed,Teams unavailable due to network problem,Teams unavailable due to network problem. Error occurs when attempting to connect. connection and firewall and connectivity also affected.,Corrected firewall dropped. Tested successfully with user.
TKT-00056,PowerBI,P1,Closed,Permission denied when move folder,Permission denied when move folder. User has tried reinstalling without success.,Corrected share missing. Tested successfully with user.
TKT-00057,OneDrive,P3,Closed,install issue when attempting upgrade,install issue when attempting upgrade. Error occurs when attempting to activate. installation and version also affected.,Implemented update. Issue no longer occurring.
TKT-00058,Outlook,P3,Closed,issue during software process,issue during software process. User has tried reinstalling without success.,Resolved upgrade error. Tested successfully with user.
TKT-00059,SharePoint,P4,Closed,chart not generate correctly,chart not generate correctly. Error occurs when attempting to view. visualization and refresh and report also affected.,Fixed dataset error. Tested successfully with user.
TKT-00060,Excel,P4,Closed,tablet failure with Excel,tablet failure with Excel. This is impacting daily workflow.,Implemented update. Issue no longer occurring.
TKT-00061,Teams,P3,Closed,version problem when attempting activate,version problem when attempting activate. Error occurs when attempting to configure. license also affected.,Resolved installation error. Tested successfully with user.
TKT-00062,SharePoint,P3,Closed,Request to reset MFA for user account,Request to reset MFA for user account. User reports login problem affecting productivity.,Resolved by resetting MFA. User confirmed fixed.
TKT-00063,Teams,P2,Closed,receive not send properly,receive not send properly. Error occurs when attempting to access. delegate and sync also affected.,Escalated to tier 2. Resolution: attachment replaced.
TKT-00064,Teams,P2,Closed,document missing when trying to move,document missing when trying to move. User has tried clearing cache without success.,Resolved by updating document. User confirmed fixed.
TKT-00065,Excel,P2,Closed,Intermittent connection timeout,Intermittent connection timeout. This is impacting daily workflow.,Resolved connection timeout. Tested successfully with user.
TKT-00066,Smartsheet,P2,Closed,Issue with delegate synchronization,Issue with delegate synchronization. This is impacting daily workflow.,Escalated to vendor support. Resolution: send updated.
TKT-00067,Outlook,P1,Closed,Need help with password locked,Need help with password locked. Error occurs when attempting to unlock. unlock also affected.,Fixed unlock error. Tested successfully with user.
TKT-00068,PowerBI,P4,Closed,Cannot sync attachment in PowerBI,Cannot sync attachment in PowerBI. This is impacting team collaboration.,Corrected email delivery. Tested successfully with user.
TKT-00069,Teams,P2,Closed,Experiencing loading issue with Teams,Experiencing loading issue with Teams. User reports performance issue affecting productivity.,Resolved by updating loading. User confirmed resolved.
TKT-00070,Smartsheet,P4,Closed,Need help with authentication problem,Need help with authentication problem. Error occurs when attempting to authenticate. account and two-factor also affected.,Resolved by resetting authentication. User confirmed fixed.
TKT-00071,Teams,P4,Closed,sync not send properly,sync not send properly. User has tried updating without success.,Corrected sync loading. Tested successfully with user.
TKT-00072,OneDrive,P1,Closed,Request to access account for user account,Request to access account for user account. This is impacting client communication.,Resolved by updating account. User confirmed resolved.
TKT-00073,OneDrive,P3,Closed,Cannot create query from OneDrive,Cannot create query from OneDrive. User has tried updating without success.,Corrected export incomplete. Tested successfully with user.
TKT-00074,Teams,P1,Closed,Cannot share export from Teams,Cannot share export from Teams. This is impacting project deadlines.,Deployed configuration change. Issue no longer occurring.
TKT-00075,Outlook,P2,Closed,Need assistance with sync send,Need assistance with sync send. User has tried updating without success.,Resolved by reconfiguring sync. User confirmed fixed.
TKT-00076,Outlook,P1,Closed,authentication issue preventing access to Outlook,authentication issue preventing access to Outlook. User has tried updating without success.,Resolved by reinstalling authentication. User confirmed fixed.
TKT-00077,Teams,P4,Closed,Unable to share upload in Teams,Unable to share upload in Teams. User has tried clearing cache without success.,Escalated to vendor support. Resolution: access reconfigured.
TKT-00078,PowerBI,P1,Closed,patch problem when attempting configure,patch problem when attempting configure. Error occurs when attempting to configure. license also affected.,Resolved by updating patch. User confirmed resolved.
TKT-00079,Excel,P1,Closed,Excel hang and problem,Excel hang and problem. Error occurs when attempting to loading. lag and freeze and delay also affected.,Escalated to specialist team. Resolution: crash updated.
TKT-00080,SharePoint,P4,Closed,Request upgrade configure assistance,Request upgrade configure assistance. User reports software problem affecting productivity.,Resolved license issue. Tested successfully with user.
TKT-00081,Smartsheet,P1,Closed,Smartsheet hang and performance,Smartsheet hang and performance. Error occurs when attempting to scrolling. lag and crash also affected.,Escalated to specialist team. Resolution: slow reconfigured.
TKT-00082,SharePoint,P4,Closed,Issue with calendar permissions,Issue with calendar permissions. This is impacting project deadlines.,Deployed fix. Issue no longer occurring.
TKT-00083,Excel,P2,Closed,MFA expired preventing access to Excel,MFA expired preventing access to Excel. This is impacting daily workflow.,Escalated to tier 2. Resolution: reset replaced.
TKT-00084,OneDrive,P3,Closed,connection failure affecting OneDrive access,connection failure affecting OneDrive access. This is impacting team collaboration.,Corrected disconnect unstable. Tested successfully with user.
TKT-00085,Excel,P4,Closed,Permission denied when move access,Permission denied when move access. This is impacting client communication.,Resolved by resetting access. User confirmed fixed.
TKT-00086,SharePoint,P4,Closed,Unable to move document in SharePoint,Unable to move document in SharePoint. User has tried restarting without success.,Applied patch. Issue no longer occurring.
TKT-00087,Teams,P4,Closed,Experiencing lag problem with Teams,Experiencing lag problem with Teams. Error occurs when attempting to loading. timeout also affected.,Deployed update. Issue no longer occurring.
TKT-00088,Outlook,P1,Closed,Unable to upload file in Outlook,Unable to upload file in Outlook. This is impacting client communication.,Escalated to tier 2. Resolution: file updated.
TKT-00089,Outlook,P2,Closed,Permission denied when upload denied,Permission denied when upload denied. User reports share failure affecting productivity.,Deployed configuration change. Issue no longer occurring.
TKT-00090,PowerBI,P3,Closed,PowerBI unavailable due to timeout problem,PowerBI unavailable due to timeout problem. This is impacting project deadlines.,Escalated to tier 2. Resolution: disconnect replaced.
TKT-00091,Outlook,P4,Closed,Need help with unlock problem,Need help with unlock problem. User reports password failure affecting productivity.,Resolved locked failure. Tested successfully with user.
TKT-00092,SharePoint,P3,Closed,Cannot receive inbox in SharePoint,Cannot receive inbox in SharePoint. User reports inbox delivery affecting productivity.,Resolved by reinstalling inbox. User confirmed working.
TKT-00093,Teams,P1,Closed,User unable to access due to issue reset,User unable to access due to issue reset. User reports locked locked affecting productivity.,Implemented update. Issue no longer occurring.
TKT-00094,Excel,P2,Closed,Request to login expired for user account,Request to login expired for user account. User reports expired problem affecting productivity.,Resolved by reinstalling expired. User confirmed working.
TKT-00095,SharePoint,P4,Closed,Need help with reset error,Need help with reset error. Error occurs when attempting to unlock. credential and locked also affected.,Escalated to specialist team. Resolution: credential reconfigured.
TKT-00096,Teams,P2,Closed,Request to authenticate MFA for user account,Request to authenticate MFA for user account. User reports two-factor locked affecting productivity.,Implemented configuration change. Issue no longer occurring.
TKT-00097,Excel,P2,Closed,Excel crash and problem,Excel crash and problem. Error occurs when attempting to loading. slow also affected.,Implemented configuration change. Issue no longer occurring.
TKT-00098,Outlook,P4,Closed,Request access to download in Outlook,Request access to download in Outlook. Error occurs when attempting to edit. access and permission also affected.,Corrected upload missing. Tested successfully with user.
TKT-00099,Email,P2,Closed,Application timeout during normal use,Application timeout during normal use. User has tried reinstalling without success.,Resolved by resetting timeout. User confirmed fixed.
TKT-00100,Outlook,P1,Closed,Issue with send permissions,Issue with send permissions. This is impacting daily workflow.,Escalated to specialist team. Resolution: attachment updated.
TKT-00101,OneDrive,P1,Closed,failure during update process,failure during update process. This is impacting team collaboration.,Applied fix. Issue no longer occurring.
TKT-00102,Outlook,P1,Closed,Seeking tutorial for new Outlook feature,Seeking tutorial for new Outlook feature. Error occurs when attempting to setup. instruction also affected.,Escalated to specialist team. Resolution: documentation updated.
TKT-00103,Email,P2,Closed,Unable to edit collaborate in Email,Unable to edit collaborate in Email. This is impacting team collaboration.,Applied fix. Issue no longer occurring.
TKT-00104,SharePoint,P3,Closed,Cannot view delegate in SharePoint,Cannot view delegate in SharePoint. User has tried clearing cache without success.,Escalated to specialist team. Resolution: send updated.
TKT-00105,Teams,P2,Closed,printer damaged preventing work,printer damaged preventing work. Error occurs when attempting to connecting. keyboard also affected.,Corrected dock broken. Tested successfully with user.
TKT-00106,Smartsheet,P1,Closed,Cannot access email in Smartsheet,Cannot access email in Smartsheet. User reports meeting delivery affecting productivity.,Resolved appointment loading. Tested successfully with user.
TKT-00107,Teams,P1,Closed,Need help view dataset,Need help view dataset. This is impacting project deadlines.,Escalated to tier 2. Resolution: refresh reconfigured.
TKT-00108,Email,P1,Closed,Permission denied when download permission,Permission denied when download permission. Error occurs when attempting to move. denied also affected.,Resolved by reinstalling permission. User confirmed working.
TKT-00109,OneDrive,P3,Closed,Issue with calendar loading,Issue with calendar loading. User has tried reinstalling without success.,Resolved calendar delivery. Tested successfully with user.
TKT-00110,Excel,P2,Closed,Issue with receive delivery,Issue with receive delivery. Error occurs when attempting to receive.  also affected.,Implemented fix. Issue no longer occurring.
TKT-00111,PowerBI,P3,Closed,upgrade issue when attempting upgrade,upgrade issue when attempting upgrade. User reports version issue affecting productivity.,Resolved by reconfiguring upgrade. User confirmed fixed.
TKT-00112,SharePoint,P2,Closed,Cannot share refresh from SharePoint,Cannot share refresh from SharePoint. User has tried clearing cache without success.,Resolved by resetting refresh. User confirmed fixed.
TKT-00113,OneDrive,P2,Closed,Issue with appointment display,Issue with appointment display. Error occurs when attempting to delete. inbox and receive also affected.,Resolved by reconfiguring appointment. User confirmed working.
TKT-00114,PowerBI,P2,Closed,credential expired preventing access to PowerBI,credential expired preventing access to PowerBI. This is impacting client communication.,Resolved account problem. Tested successfully with user.
TKT-00115,Outlook,P3,Closed,Outlook freeze and problem,Outlook freeze and problem. User has tried clearing cache without success.,Deployed patch. Issue no longer occurring.
TKT-00116,PowerBI,P4,Closed,Need assistance with appointment forward,Need assistance with appointment forward. This is impacting team collaboration.,Escalated to vendor support. Resolution: send reconfigured.
TKT-00117,Email,P2,Closed,report outdated in Email,report outdated in Email. User reports query incorrect affecting productivity.,Escalated to vendor support. Resolution: data reconfigured.
TKT-00118,PowerBI,P2,Closed,User unable to login due to locked login,User unable to login due to locked login. Error occurs when attempting to login.  also affected.,Escalated to specialist team. Resolution: locked reconfigured.
TKT-00119,OneDrive,P2,Closed,Issue with meeting delivery,Issue with meeting delivery. User reports meeting display affecting productivity.,Applied configuration change. Issue no longer occurring.
TKT-00120,Email,P4,Closed,share denied when trying to share,share denied when trying to share. This is impacting daily workflow.,Corrected denied failure. Tested successfully with user.
TKT-00121,Smartsheet,P3,Closed,two-factor error preventing access to Smartsheet,two-factor error preventing access to Smartsheet. User has tried updating without success.,Resolved by resetting two-factor. User confirmed fixed.
TKT-00122,OneDrive,P4,Closed,Unable to edit sync in OneDrive,Unable to edit sync in OneDrive. Error occurs when attempting to edit. collaborate and access and denied also affected.,Fixed collaborate missing. Tested successfully with user.
TKT-00123,Teams,P2,Closed,Experiencing loading behavior with Teams,Experiencing loading behavior with Teams. User reports lag performance affecting productivity.,Resolved by resetting loading. User confirmed fixed.
TKT-00124,PowerBI,P1,Closed,Request update update assistance,Request update update assistance. User has tried restarting without success.,Resolved software error. Tested successfully with user.
TKT-00125,SharePoint,P3,Closed,Need assistance with send delete,Need assistance with send delete. This is impacting daily workflow.,Resolved by resetting send. User confirmed resolved.
TKT-00126,Email,P3,Closed,User unable to reset due to problem authentication,User unable to reset due to problem authentication. Error occurs when attempting to login. credential also affected.,Deployed fix. Issue no longer occurring.
TKT-00127,Teams,P1,Closed,Teams unavailable due to timeout problem,Teams unavailable due to timeout problem. This is impacting daily workflow.,Resolved by reinstalling timeout. User confirmed fixed.
TKT-00128,SharePoint,P3,Closed,send not access properly,send not access properly. Error occurs when attempting to access. meeting and attachment also affected.,Corrected delegate loading. Tested successfully with user.
TKT-00129,Excel,P1,Closed,data error in Excel,data error in Excel. Error occurs when attempting to refresh. analytics and filter also affected.,Resolved by reconfiguring data. User confirmed working.
TKT-00130,Outlook,P4,Closed,dashboard not share correctly,dashboard not share correctly. User reports query outdated affecting productivity.,Applied patch. Issue no longer occurring.
TKT-00131,Outlook,P1,Closed,compatibility during patch process,compatibility during patch process. User reports version error affecting productivity.,Resolved by resetting patch. User confirmed fixed.
TKT-00132,Outlook,P4,Closed,Cannot connect due to network dropped,Cannot connect due to network dropped. Error occurs when attempting to maintain. timeout also affected.,Deployed configuration change. Issue no longer occurring.
TKT-00133,SharePoint,P1,Closed,Issue with attachment synchronization,Issue with attachment synchronization. User reports attachment synchronization affecting productivity.,Resolved by reinstalling attachment. User confirmed resolved.
TKT-00134,Outlook,P1,Closed,hardware broken requiring support,hardware broken requiring support. This is impacting daily workflow.,Deployed fix. Issue no longer occurring.
TKT-00135,Outlook,P3,Closed,keyboard not functioning properly,keyboard not functioning properly. Error occurs when attempting to functioning. mouse also affected.,Fixed device defective. Tested successfully with user.
TKT-00136,Smartsheet,P1,Closed,Application unresponsive during normal use,Application unresponsive during normal use. User has tried updating without success.,Resolved unresponsive behavior. Tested successfully with user.
TKT-00137,Excel,P2,Closed,User unable to login due to failure credential,User unable to login due to failure credential. User reports login locked affecting productivity.,Escalated to specialist team. Resolution: reset reconfigured.
TKT-00138,OneDrive,P2,Closed,password expired preventing access to OneDrive,password expired preventing access to OneDrive. User reports login locked affecting productivity.,Escalated to vendor support. Resolution: account updated.
TKT-00139,Smartsheet,P3,Closed,Smartsheet hang when scrolling,Smartsheet hang when scrolling. Error occurs when attempting to opening. delay and unresponsive also affected.,Deployed fix. Issue no longer occurring.
TKT-00140,PowerBI,P1,Closed,appointment not access properly,appointment not access properly. Error occurs when attempting to sync. email also affected.,Escalated to specialist team. Resolution: email reconfigured.
TKT-00141,PowerBI,P2,Closed,User unable to access due to failure password,User unable to access due to failure password. Error occurs when attempting to login. unlock and expired also affected.,Resolved by updating password. User confirmed fixed.
TKT-00142,SharePoint,P2,Closed,update compatibility when attempting install,update compatibility when attempting install. User has tried updating without success.,Escalated to vendor support. Resolution: patch reconfigured.
TKT-00143,PowerBI,P4,Closed,Application unresponsive during normal use,Application unresponsive during normal use. Error occurs when attempting to searching. crash and delay also affected.,Implemented patch. Issue no longer occurring.
TKT-00144,OneDrive,P2,Closed,Need help with two-factor failure,Need help with two-factor failure. User has tried restarting without success.,Corrected MFA locked. Tested successfully with user.
TKT-00145,OneDrive,P3,Closed,access failure when trying to delete,access failure when trying to delete. Error occurs when attempting to delete. file also affected.,Resolved download missing. Tested successfully with user.
TKT-00146,Email,P2,Closed,Request access to download in Email,Request access to download in Email. User has tried reinstalling without success.,Resolved by reconfiguring download. User confirmed fixed.
TKT-00147,PowerBI,P4,Closed,install failure when attempting configure,install failure when attempting configure. This is impacting team collaboration.,Fixed activation error. Tested successfully with user.
TKT-00148,PowerBI,P1,Closed,send not sync properly,send not sync properly. User has tried restarting without success.,Corrected calendar permissions. Tested successfully with user.
TKT-00149,OneDrive,P3,Closed,two-factor locked preventing access to OneDrive,two-factor locked preventing access to OneDrive. User reports unlock issue affecting productivity.,Resolved by updating two-factor. User confirmed working.
TKT-00150,Teams,P3,Closed,Issue with delegate display,Issue with delegate display. User reports email permissions affecting productivity.,Resolved by resetting delegate. User confirmed fixed.
TKT-00151,Outlook,P1,Closed,Intermittent disconnect failure,Intermittent disconnect failure. User reports timeout error affecting productivity.,Implemented patch. Issue no longer occurring.
TKT-00152,Teams,P3,Closed,Teams not login on app,Teams not login on app. Error occurs when attempting to install. Android and phone also affected.,Applied fix. Issue no longer occurring.
TKT-00153,Excel,P2,Closed,compatibility during activation process,compatibility during activation process. Error occurs when attempting to activate. version and upgrade also affected.,Applied update. Issue no longer occurring.
TKT-00154,SharePoint,P1,Closed,Need assistance with meeting delete,Need assistance with meeting delete. User reports sync delivery affecting productivity.,Applied fix. Issue no longer occurring.
TKT-00155,Email,P3,Closed,Request installation update assistance,Request installation update assistance. This is impacting team collaboration.,Corrected activation error. Tested successfully with user.
TKT-00156,Outlook,P1,Closed,download missing when trying to edit,download missing when trying to edit. Error occurs when attempting to share. upload and collaborate also affected.,Resolved by resetting download. User confirmed resolved.
TKT-00157,Excel,P2,Closed,chart not share correctly,chart not share correctly. This is impacting team collaboration.,Resolved data error. Tested successfully with user.
TKT-00158,OneDrive,P3,Closed,OneDrive loading and performance,OneDrive loading and performance. User reports timeout problem affecting productivity.,Resolved by resetting loading. User confirmed fixed.
TKT-00159,Email,P4,Closed,Application slow during normal use,Application slow during normal use. User reports lag performance affecting productivity.,Corrected freeze behavior. Tested successfully with user.
TKT-00160,Teams,P4,Closed,Need replacement monitor,Need replacement monitor. User reports mouse failure affecting productivity.,Deployed update. Issue no longer occurring.
TKT-00161,PowerBI,P1,Closed,Application delay during normal use,Application delay during normal use. User has tried clearing cache without success.,Resolved by reconfiguring delay. User confirmed working.
TKT-00162,OneDrive,P4,Closed,Cannot update refresh from OneDrive,Cannot update refresh from OneDrive. Error occurs when attempting to share. dashboard also affected.,Applied configuration change. Issue no longer occurring.
TKT-00163,OneDrive,P4,Closed,Request access to denied in OneDrive,Request access to denied in OneDrive. User has tried restarting without success.,Escalated to specialist team. Resolution: denied reconfigured.
TKT-00164,PowerBI,P3,Closed,Need assistance with receive delete,Need assistance with receive delete. User has tried restarting without success.,Implemented patch. Issue no longer occurring.
TKT-00165,Excel,P3,Closed,share error when trying to access,share error when trying to access. Error occurs when attempting to delete. document also affected.,Escalated to vendor support. Resolution: denied updated.
TKT-00166,Excel,P4,Closed,User unable to unlock due to issue account,User unable to unlock due to issue account. This is impacting daily workflow.,Applied configuration change. Issue no longer occurring.
TKT-00167,Excel,P3,Closed,permission failure when trying to download,permission failure when trying to download. User has tried reinstalling without success.,Deployed fix. Issue no longer occurring.
TKT-00168,Outlook,P4,Closed,Issue with attachment permissions,Issue with attachment permissions. Error occurs when attempting to sync. out-of-office and meeting also affected.,Implemented configuration change. Issue no longer occurring.
TKT-00169,Excel,P1,Closed,Experiencing hang performance with Excel,Experiencing hang performance with Excel. This is impacting client communication.,Fixed hang problem. Tested successfully with user.
TKT-00170,Excel,P3,Closed,Need assistance with inbox access,Need assistance with inbox access. User reports send display affecting productivity.,Applied configuration change. Issue no longer occurring.
TKT-00171,PowerBI,P4,Closed,PowerBI crash when saving,PowerBI crash when saving. User has tried reinstalling without success.,Escalated to tier 2. Resolution: crash reconfigured.
TKT-00172,Email,P3,Closed,Application crash during normal use,Application crash during normal use. User reports lag issue affecting productivity.,Resolved by updating crash. User confirmed working.
TKT-00173,SharePoint,P4,Closed,Request to unlock login for user account,Request to unlock login for user account. User reports credential locked affecting productivity.,Resolved unlock problem. Tested successfully with user.
TKT-00174,Teams,P2,Closed,Request access to download in Teams,Request access to download in Teams. This is impacting project deadlines.,Resolved download corrupted. Tested successfully with user.
TKT-00175,Smartsheet,P1,Closed,Issue with receive delivery,Issue with receive delivery. User has tried clearing cache without success.,Escalated to vendor support. Resolution: delegate reconfigured.
TKT-00176,SharePoint,P2,Closed,Experiencing freeze problem with SharePoint,Experiencing freeze problem with SharePoint. User has tried reinstalling without success.,Resolved by updating freeze. User confirmed working.
TKT-00177,Outlook,P2,Closed,Need to install license for Outlook,Need to install license for Outlook. User reports license error affecting productivity.,Corrected patch issue. Tested successfully with user.
TKT-00178,Email,P2,Closed,Request access to file in Email,Request access to file in Email. User reports download corrupted affecting productivity.,Deployed patch. Issue no longer occurring.
TKT-00179,SharePoint,P2,Closed,Request to access MFA for user account,Request to access MFA for user account. Error occurs when attempting to unlock. unlock also affected.,Implemented update. Issue no longer occurring.
TKT-00180,Teams,P3,Closed,Cannot access send in Teams,Cannot access send in Teams. User has tried reinstalling without success.,Corrected appointment permissions. Tested successfully with user.
